original_word	synonyms	score	time_elapsed
lipitor	['Lovastatin', 'atorvastatin', 'rosuvastatin', 'pravastatin', 'simvastatin', 'fluvastatin', 'pitavastatin', 'lovastatin', 'atorvastatin', 'simvastatin', 'prav']	5.0	5.106287002563477
ejaculation	['exclamation', 'outburst', 'emission', 'utterance', 'expression', 'release', 'uttering', 'cry', 'burst', 'discharge', 'exclamation', 'outpouring', 'exclaiming', 'expelling', 'spasm', 'ejection', 'ejaculation', 'expulsion', 'shout']	3.8333	5.0112879276275635
amnesty	['free pardon', 'pardon', 'reprieve', 'forgiveness', 'exoneration', 'absolution', 'pardon', 'remission', 'clemency', 'indulgence', 'pardon', 'acquittal', 'pardon', 'exoneration', 'reprieve', 'forgiveness', 'pardon', 'remission', 'mercy']	4.5	4.948706150054932
diazepam	['calmative', 'tranquilizer', 'sedative', 'anxiolytic', 'anticonvulsant', 'muscle relaxant', 'hypnotic', 'benzodiazepine', 'Valium', 'Ativan', 'Librium', 'Serax', 'Tranxene', 'Pax']	5.8	5.759145021438599
shropshire	['english county', 'shire', 'shropshire', 'county', 'region', 'territory', 'land', 'area', 'district', 'province', 'locality', 'place', 'territory', 'country', 'locality', 'shire', 'land', 'region', 'area', 'territory', 'locality', 'territory', 'sh']	5.1667	6.2728071212768555
probation	['probation', 'parole', 'parolee', 'conditional release', 'parole supervision', 'supervised release', 'parole eligibility', 'parole status', 'parole period', 'conditional liberty', 'conditional freedom', 'house arrest', 'supervised custody', 'supervised community service', 'supervised release', 'trial release', 'trial liberty']	4.2	4.721292018890381
cardiovascular	['hearthealth circulatory venous arterial circulatory system cardiovascular disease cardiovascular system circulatory system cardiovascular health circulatory health heart health vascular system cardiovascular system circulatory cardiovascular circulatory system vascular circulatory cardiovascular disease cardiovascular health circulatory circulatory system circulatory health']	3.8333	4.811320781707764
etiquette	['protocol', 'decorum', 'manners', 'propriety', 'good breeding', 'courtesy', 'politeness', 'good form', 'refinement', 'decency', 'modesty', 'civility', 'protocol', 'propriety', 'decorum', 'good manners', 'good taste', 'decency', 'civility']	4.5714	4.602118015289307
malignant	['agressive', 'cancerous', 'deadly', 'evil', 'fiendish', 'foul', 'harmful', 'hostile', 'malevolent', 'malicious', 'malignant', 'noxious', 'pernicious', 'poisonous', 'sinister', 'toxic', 'vicious', 'wicked', 'wrong', 'unhealthy', 'hazardous']	4.3333	4.7510740756988525
specimen	['specimens', 'sample', 'illustration', 'example', 'exemplar', 'instance', 'illustration', 'case', 'illustration', 'illustration', 'illustration', 'illustration', 'specimen', 'illustration', 'illustration', 'example', 'illustration', 'specimen', 'specimen', 'illustration', 'specimen', 'illustration', 'specimen', 'specimen', 'specimen']	3.8571	4.634361982345581
bizjournal	['businessjournal businessnewspaper businesspaper businesspress businesspublication businesspublicationbusiness businessweekly businessweeklynewspaper businessweeklypaper businessweeklypress businessweeklypublication businessweeklypublicationbusiness dailybusiness dailybusinessnewspaper dailybusinesspaper dailybusinesspress daily']	4.3333	4.573035001754761
ramada	['cantilever', 'pergola', 'gazebo', 'canopy', 'awning', 'marquee', 'veranda', 'portico', 'arcade', 'pavilion', 'pergola', 'arcade', 'portico', 'pavilion', 'cantilever', 'canopy', 'veranda', 'mar']	4.8	4.62824010848999
torque	['force', 'twist', 'wrench', 'strain', 'pull', 'yank', 'tug', 'twist', 'leverage', 'turn', 'strain', 'pull', 'wrench', 'force', 'twist', 'exertion', 'strain', 'twist', 'wrench', 'twist', 'strain', 'leverage', 'wrench', 'yank']	4.2857	4.553113222122192
hypothesis	['assumptions', 'conjecture', 'postulate', 'premise', 'surmise', 'theory', 'thesis', 'supposition', 'notion', 'idea', 'speculation', 'proposal', 'suggestion', 'surmize', 'guess', 'inference', 'premise', 'poser', 'supposal', 'assertion', 'positing']	3.85715	4.579299211502075
contingency	['unexpectedness', 'emergency', 'eventuality', 'provision', 'provisionality', 'circumstance', 'circumstance', 'provision', 'possibility', 'likelihood', 'event', 'contingency', 'circumstance', 'provision', 'backup', 'provision', 'contingency', 'eventuality', 'provision', 'circumstance', 'unforeseenness', 'chance']	4.3333	4.557854890823364
equity	['fairness', 'equality', 'parity', 'balance', 'justice', 'impartiality', 'proportion', 'rectitude', 'evenness', 'rightness', 'righteousness', 'levelness', 'equality of opportunity', 'equalization', 'equivalence', 'proportionality', 'parity of esteem', 'rectitude', 'fairness']	4.1667	4.577332973480225
demographic	['public', 'population', 'group', 'segment', 'constituency', 'client', 'market', 'profile', 'characterization', 'categorization', 'classification', 'description', 'delineation', 'identification', 'profile', 'segmentation', 'stratification', 'specification', 'targeting', 'universe', 'cohort', 'community', 'crowd', 'demographic']	3.86905	4.625058174133301
coalition	['aliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance', 'alliance']	4.5	4.7363810539245605
excerpt	['chunk quotation passage fragment snippet selection quote excerpt fragment quotation part snippet quotation piece extract quotation selection quotation fragment quotation piece quotation excerpt quotation passage quotation fragment quotation snippet quotation selection quotation part quotation piece quotation extract quotation snippet quotation selection quotation fragment quotation part quotation excerpt quotation selection quotation']	4.083349999999999	4.594510078430176
letras	['Alphabetic order. Aceptación', 'Alfabeto', 'Alfabetización', 'Cartas', 'Caracteres', 'Conjunto', 'Conjunto de letras', 'Escritura', 'Escritura de letras', 'Escrituras', 'Filosofía']	4.6667	4.639685153961182
seneca	['Stoa', 'Stoic', 'Stoicism', 'Stoical', 'Stoics', 'Stoically', 'Stoicism', 'Stoicisms', 'Stoicist', 'Stoicsim', 'Stoicly', 'Stoicness', 'Stoicnesses', 'Stoicist']	4.6	4.805310964584351
covenant	['compactagreement', 'pact', 'treaty', 'agreement', 'concord', 'compact', 'contract', 'bond', 'alliance', 'compacture', 'concordance', 'compactness', 'association', 'concordance', 'bond', 'agreement', 'concord', 'concordance', 'accord']	4.3333	4.897984981536865
salisbury	['cambridge', 'newbury', 'wiltshire', 'oxford', 'birmingham', 'bath', 'bristol', 'worcester', 'gloucester', 'swindon', 'windsor', 'warwick', 'leicester', 'cheltenham', 'chippingcambridge']	4.4	4.686259984970093
quasi	['fake pseudo seeming seeminglike approximating almost resembling virtually pseudo almost like seeminglike seeming nearly seeminglike seeminglike seeminglike seeming seeminglike seeming seeming seeming seeming seeminglike seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming seeming']	4.8333	5.080525875091553
genomic	['genebased genetic geneticist genomic genomics geneticcode genomicsbased genomicsrelated geneticinformation geneticdata geneticinformation genomicsdata geneticinformation genomicsrelated geneticanalysis genomicsanalysis genomicsinformation geneticinformation genomicsdata geneticinfo geneticgenomics genomics']	4.3333	5.033470153808594
embroider	['adorn', 'embellish', 'enhance', 'ornament', 'decorate', 'beautify', 'beautify', 'elaborate', 'elaborate', 'embellish', 'enrich', 'enrich', 'ornament', 'adorn', 'beautify', 'enhance', 'decorate', 'elaborate', 'embellish', 'elaborate', 'elaborate', 'adorn']	3.8333	5.179835081100464
lincolnshire	['Lincolnshire', 'East Midlands', 'East Anglia', 'England', 'East Midlands Region', 'East Midlands County', 'East Midlands Region of England', 'East Midlands Region of Great Britain', 'East Midlands Region of the United Kingdom', 'East Midlands County of England', 'East Midlands']	4.8	5.241498231887817
dimm	['falldown', 'fall', 'drop', 'sink', 'decrease', 'dwindle', 'dwindle', 'fade', 'lessen', 'letdown', 'plunge', 'reduce', 'slump', 'tailoff', 'taper off', 'taper', 'wane', 'wane. \n```python\n#']	4.6	4.96117377281189
physician	['doctor', 'medic', 'healthcareprovider', 'medicalprofessional', 'healer', 'practitioner', 'therapist', 'medicalspecialist', 'clinician', 'medicalpractitioner', 'medicalexpert', 'doctorateholder', 'medicalcareprovider', 'medicaladministrator', 'physician']	3.83335	4.532731056213379
astronomical	['extensive', 'immense', 'prodigious', 'monstrous', 'formidable', 'immense', 'prodigious', 'cosmic', 'stellar', 'celestial', 'terrestrial', 'cosmic', 'stellar', 'celestial', 'monumental', 'gigantic', 'imme']	4.1429	4.551889181137085
orchid	"['Ascot', 'Begonia', 'Bougainvillea', 'Cattleya', 'Cymbidium', 'Dendrobium', 'Gloxinia', 'Heliconia', 'Hortensia', 'Kalanchoe', ""Lady's Slipper"", 'Ludisia']"	4.2	4.562487840652466
scsi	['storageinterface parallelinterface interface hardwareinterface peripheralinterface computerperipheral peripheralcontroller parallelcontroller parallelstorageinterface parallelinterfacecontroller parallelinterfacehardware parallelinterfaceperipheral parallelinterfacecontrollerhardware parallelinterfacecontrollerperipheral parallelinterfacehardwareperipheral parallelhardwareinterface peripheralhardwareinterface parallel']	4.4	4.560894012451172
imprint	['image', 'mark', 'print', 'stamp', 'impression', 'printout', 'impression', 'signature', 'seal', 'brand', 'impression', 'image', 'impression', 'mark', 'print', 'imprint', 'stamp', 'mark', 'brand', 'printout', 'impression', 'brand', 'impression', 'stamp']	4.0	4.682684898376465
websphere	['oracle', 'ibm', 'eclipse', 'j2ee', 'java', 'j2se', 'j2sdk', 'j2me', 'eclipse', 'jdk', 'java', 'enterprise', 'server', 'platform', 'framework', 'middleware', 'application', 'container', 'integration', 'toolkit']	5.0	4.855899810791016
amendment	['alternation', 'alteration', 'change', 'correction', 'modification', 'revision', 'revision', 'alteration', 'adjustment', 'alteration', 'alteration', 'alteration', 'change', 'modification', 'revision', 'alteration', 'revision', 'modification', 'alteration', 'revision', 'change', 'revision', 'revision', 'alteration', 'revision']	3.9286	4.84931206703186
providence	['care fate fortune luck circumstance chance destiny guidance oversight management\nProvide a plain', 'clean list of synonyms for the will. Do not include any newlines', 'bullet points', 'special characters', 'or formatting. Just output the synonyms as a simple', 'comma-separated list']	4.1429	4.80359411239624
blogshare	['websitewatch', 'websiteexchange', 'websitewatch', 'websitewatch', 'websitewatch', 'websitewatch', 'websitewatch', 'websitewatch', 'websitewatch', 'websitewatch', 'websiteexchange']	4.3333	4.914520025253296
zen	['calmandcollected', 'calm', 'peaceful', 'serene', 'tranquil', 'quiet', 'still', 'composed', 'centered', 'balanced', 'harmonious', 'soothing', 'gentle', 'peaceful', 'restful', 'quiet', 'unhurried', 'relaxed', 'tranquil', 'serene', 'tranquilized']	4.0	4.540066957473755
cardiology	['heaartmedicinecardiologycardiovascularmedicinecardiovascularmedicinecardiologycardiovascularmedicinecardiovascularmedicinecardiovascularmedicinecardiovascularmedicinecardiovascularmedicinecardiovascularmedicinecardiovascularmedicinecardiovascularmedicinecardio']	4.0	4.602755784988403
vaughn	['bryson', 'bryant', 'bryson', 'bryant', 'broyhan', 'bryen', 'bryon', 'bryen', 'bryon', 'bryan', 'bryen', 'bryan', 'bryson']	4.4	4.670279264450073
programming	['codingscriptingdevelopmentalgorithmscodingalgorithms\nprogramming languages\ncoding\nscripting\ndevelopment\nalgorithms\ncoding languages\nsoftware development\ncomputer science\nsoftware engineering\ncoding practices\nprogramming practices\nsoftware design\nsoftware implementation\ncode writing']	3.8333	4.642642974853516
parliamentary	['legislational', 'governmental', 'national', 'legislative', 'congressional', 'senatorial', 'political', 'national', 'governmental', 'legislative', 'constitutional', 'legislative', 'governmental', 'legislative', 'political', 'senatorial', 'governmental', 'political', 'legislative', 'constitutional', 'national', 'governmental', 'national', 'governmental']	4.4	4.762837171554565
vicodin	['codeine', 'hydrocodone', 'oxycodone', 'hydroxycodone', 'hydromorphone', 'hydromorphine', 'acetaminophen', 'tylenol', 'acetaminophenwithcodeine', 'acetaminoph']	3.8571	4.690847158432007
filipino	['filipino', 'pinoy', 'pinay', 'pinoy-pinoys', 'tagalog', 'taga-log', 'tagalog-people', 'filipinos', 'pinoy-pins', 'pinoy-pinos', 'filipiniana', 'filipino']	4.0	4.974196910858154
genealogy	['heritage', 'ancestry', 'lineage', 'pedigree', 'family history', 'descent', 'bloodline', 'kinship', 'family tree', 'family records', 'lineage tracing', 'family research', 'pedigree research', 'ancestry research', 'family history research', 'genealogical history', 'genealogic history']	4.2857	4.700879812240601
apa	['acharya', 'guru', 'preceptor', 'mentor', 'guide', 'teacher', 'instructor', 'professor', 'sage', 'scholar', 'master', 'expert', 'authority', 'specialist', 'sage', 'erudite', 'learned', 'knowledgeable', 'wise', 'venerable', 'revered', 'esteemed', 'respected']	5.2	4.93281102180481
pediatric	['childrens', 'infant', 'juvenile', 'minor', 'youngster', 'youngster', 'juvenile', 'infant', 'pediatric', 'child', 'youngster', 'juvenile', 'youngster', 'minor', 'youngster', 'minor', 'youngster', 'pediatric', 'infant', 'youngster', 'juvenile', 'youngster', 'youngster', 'minor', 'youngster']	4.416650000000001	4.814040899276733
wwf	['world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling federation', 'world wrestling']	4.4	4.834707260131836
coldfusion	['Applicationserver', 'webscripting', 'serverbased', 'programminglanguage', 'server', 'scriptinglanguage', 'application', 'serverbasedprogramming', 'serverbasedscripting', 'serverbasedlanguage', 'serverbasedwebscripting', 'serverbasedapplicationserver', 'webscriptinglanguage', 'server']	4.3333	4.832848787307739
persecution	['harrassment', 'intimidation', 'oppression', 'torment', 'anguish', 'suffering', 'hardship', 'adversity', 'affliction', 'distress', 'cruelty', 'torture', 'afflict', 'anguish', 'agonies', 'agony', 'anguishs', 'pain', 'anguishs', 'distress', 'torture', 'harassment']	4.4	4.652176141738892
celexa	['adapin', 'anitriptyline', 'amitriptyline', 'anitriptyline', 'anitriptyline', 'anitriptyline', 'anitriptyline', 'anitriptyline', 'anitripty']	4.8333	4.632814884185791
transexuale	['gendervariant gender variant gender nonconforming nonbinary genderqueer gender fluid gender nonbinary gender nonconforming gender variant gender nonconforming transgendered gender nonconforming genderqueer gender nonconforming genderfluid gender variant genderfluid gender']	4.1667	4.661051034927368
statute	['edict', 'law', 'decree', 'ordinance', 'regulation', 'enactment', 'act', 'legislation', 'code', 'charter', 'mandate', 'directive', 'proclamation', 'ruling', 'canon', 'statute', 'precept', 'prescription', 'prescription', 'provision', 'rule', 'measure', 'edict', 'enactment']	4.1667	4.61419415473938
capitalism	['economicfreemarketfree enterpriseprivate enterpriseprofit systemfree marketeconomysocialismmarket economyfree market economyeconomic systemmarket economyfree market systemmarket oriented systemmarket economy systemfree market economiesocialism systemmarket oriented economiesystem of economic freedomcapitalist']	4.1667	4.650400161743164
doctrine	['doctrinalism', 'creed', 'tenet', 'principle', 'orthodoxy', 'precept', 'article', 'doctrinalism', 'tenets', 'teachings', 'creeds', 'precepts', 'articles', 'principles', 'orthodoxies']	4.0	4.763779878616333
conviction	['faith belief persuasion opinion sentiment belief certainty conviction confidence assurance evidence proof credence credulity trust acceptance persuasion notion idea viewpoint persuasion persuasion acceptance persuasion notion persuasion viewpoint persuasion conviction belief persuasion persuasion belief persuasion conviction persuasion belief persuasion conviction persuasion belief conviction persuasion conviction belief conviction persuasion']	4.083349999999999	4.84690523147583
snyder	['smith', 'craftsman', 'artisan', 'workman', 'craftsman', 'tradesman', 'handyman', 'laborer', 'artisan', 'craftsman', 'workman', 'tradesman', 'handyman', 'laborer', 'craftsman', 'smith', 'tradesman', 'craftsman']	4.6	4.733420133590698
respondent	['contributor', 'respondent', 'participant', 'responding party', 'defendant', 'party', 'respondent', 'party to a lawsuit', 'respondent', 'party to a lawsuit', 'party', 'party to a lawsuit', 'party to a lawsuit', 'party to a lawsuit']	3.98335	4.660440921783447
judicial	['adjudicative', 'legal', 'juridical', 'administrative', 'governmental', 'authoritative', 'arbitral', 'legalistic', 'legal', 'juridical', 'legalistic', 'magisterial', 'regulatory', 'legal', 'legalistic', 'legal', 'administrative', 'legal', 'official']	3.8333	4.902439117431641
plaque	['sign', 'tablet', 'marker', 'plate', 'panel', 'marker', 'signboard', 'tablet', 'slab', 'tablet', 'tablet', 'tablet', 'marker', 'tablet', 'tablet', 'plaque', 'tablet', 'sign', 'sign', 'tablet', 'tablet', 'tablet', 'tablet', 'signboard']	3.8333	4.911329746246338
federally	['centralized', 'national', 'nationwide', 'federal', 'government', 'official', 'public', 'administrative', 'authoritative', 'official', 'governmental', 'state', 'country', 'national', 'official', 'supreme', 'authoritative', 'government', 'administrative', 'official', 'national', 'federal', 'centralized', 'nationalized']	3.8333	4.705316781997681
outrageous	['astounding', 'audacious', 'bold', 'brash', 'brazen', 'crass', 'disgusting', 'flagrant', 'foolish', 'frivolous', 'hazardous', 'impudent', 'impulsive', 'insolent', 'irresponsible', 'kooky']	4.2	4.932945966720581
municipality	['agencys', 'boroughs', 'city', 'city corporation', 'city council', 'city government', 'city hall', 'city-state', 'community', 'corporation', 'council', 'county', 'county government', 'district', 'government', 'government agency', 'government body', 'government office', 'jurisdiction']	4.1429	5.028001070022583
sioux	['NativeAmericanIndiantribepeopleSiouxIndiansnativesindigenousaboriginalnativeamericanindiantribepeopleSiouxindiansnativesindigenousaboriginalnativeamericanindiantribepeopleSiouxindiansnativesindigenousaboriginal']	5.4	5.059896945953369
differentiation	['category', 'classification', 'contrast', 'distinction', 'divergence', 'individuality', 'particularity', 'separation', 'specificity', 'uniqueness', 'variation', 'variationism', 'variationist', 'differentiationism', 'differentiating', 'differentiation', 'differentiations', 'differentiates', 'differentiating', 'diversification']	4.1429	4.801047086715698
abnormality	['anamoly', 'irregularity', 'peculiarity', 'deviance', 'abnormalcy', 'peculiarity', 'irregularity', 'peculiarity', 'peculiarity', 'deviation', 'peculiarity', 'peculiarity', 'peculiarity', 'abnormalcy', 'pec']	3.8571	4.770013332366943
lesion	['afocal', 'aberration', 'abnormality', 'abnormality', 'aberration', 'abnormality', 'abnormality', 'abnormality', 'abnormality', 'abnormality', 'abnormality', 'abnormality', 'abnormality', 'abnormality', 'abnormality', 'abnormality', 'abnormality']	4.8333	4.745520830154419
beastiality	['zoophilia', 'bestiality', 'animal lust', 'bestial love', 'zoophilism', 'animal passion', 'animal lust', 'animal desire', 'animal attraction', 'animal affection', 'animal love', 'animal craving', 'animal fixation', 'animal obsession', 'animal infatuation']	4.1667	4.7148520946502686
sovereignty	['authonomy', 'dominion', 'authority', 'independence', 'control', 'power', 'autonomy', 'jurisdiction', 'supremacy', 'dominion', 'selfgovernance', 'selfrule', 'supremacy', 'authority', 'control', 'power', 'dominion', 'independence', 'supremacy', 'autarky']	4.0	4.876002073287964
metacritic	['review aggregator', 'critic aggregator', 'review site', 'rating site', 'score aggregator', 'critic tracker', 'review tracker', 'criticizer', 'aggregator', 'critic', 'reviewer', 'criticat', 'criticator', 'criticizer', 'review aggregator', 'critic aggregator', 'critic rating site', 'critic']	4.3333	4.792670965194702
perception	['mindview', 'view', 'conception', 'impression', 'notion', 'understanding', 'apprehension', 'idea', 'interpretation', 'percept', 'realization', 'appreciation', 'sense', 'feeling', 'awareness', 'thought', 'idea', 'assumption']	4.1548	4.815226078033447
bibtex	['citedreferences', 'bibliography', 'reference', 'references', 'citations', 'bibliographymanagement', 'bibliographygenerator', 'citationmanagement', 'citationgenerator', 'bibtexgenerator', 'bibtexmanager', 'bibtexgenerator', 'citationmanagement', 'referencegenerator', 'bibtexparser', 'b']	4.7143	4.64346718788147
centennial	['centuryanniversarymillenniummilestoneoccasioncelebrationcommemorationanniversarystatuehonorhonourmilepostmarkermonumentcentennialcommemorationspecialoccasionanniversarymarkingcenturyceremonymemorial']	4.2	4.8192479610443115
mandrake	"['deadly nightshade', 'nightshade', 'belladonna', 'poisonous plant', 'deadly plant', 'toxic plant', 'poisonous root', 'root of life', ""devil's apple"", ""devil's root"", 'mandragora', 'mandrake root', 'mandrake', 'mand']"	5.1667	4.858032941818237
quo	['asin', 'asunder', 'forth', 'thereupon', 'thence', 'therein', 'thereat', 'thereby', 'therefore', 'therein', 'thereupon', 'therewith', 'therefrom', 'thereby', 'therefore', 'therein', 'thereat', 'there']	4.0	5.070884943008423
transient	['temporary', 'ephemeral', 'fleeting', 'brief', 'momentary', 'short-lived', 'passing', 'brief', 'short', 'transitory', 'provisional', 'fugitive', 'flighty', 'ephemeral', 'fleeting', 'provisional', 'mutable']	4.2857	4.758097887039185
sapien	['Homo', 'human', 'mortal', 'person', 'being', 'individual', 'creature', 'living', 'entity', 'humanbeing', 'humanrace', 'humanbeingness', 'humankind', 'man', 'mankind', 'people', 'humanity', 'humanform', 'humanexistence', 'humanpresence', 'humanlife']	4.8	4.795655250549316
aperture	['airlock', 'entrance', 'exit', 'opening', 'outlet', 'outlet', 'opening', 'gap', 'hole', 'slit', 'slit', 'slit', 'opening', 'aperture', 'breach', 'chink', 'crack', 'fissure', 'gap', 'hole', 'opening', 'outlet', 'pass', 'passage']	4.3333	4.820543050765991
regiment	['form', 'squad', 'brigade', 'company', 'battalion', 'squadron', 'division', 'detachment', 'unit', 'corps', 'legion', 'troop', 'band', 'group', 'team', 'squadrons', 'forces', 'militia', 'cavalry', 'legionnaires', 'army', 'command', 'force', 'party']	4.5	4.746048927307129
parity	['equality', 'equivalence', 'correspondence', 'sameness', 'identity', 'uniformity', 'consistency', 'balance', 'symmetry', 'proportion', 'likeness', 'resemblance', 'congruence', 'similitude', 'homogeneity', 'uniformity', 'coherence', 'concordance', 'alignment', 'equivalence']	4.2	4.789100646972656
equitable	['justfair', 'just', 'evenhanded', 'fair', 'impartial', 'justifiable', 'justly', 'reasonable', 'righteous', 'square', 'upright', 'justly', 'unprejudiced', 'upright', 'unprejudiced', 'fairminded', 'equal', 'rightful']	4.0	4.892267942428589
telecommunication	['computercommunicationinformationnetworkingtransmissiontelephonycommunicationsmediatransportationtelegraphytelegraphcommunicationsnetworkingcommunicationsmediaelectronicscommunicationsinformationcommunicationsnetworkscomputingcommunicationscommunicationsmediumscommunicationsmeanscommunicationsmethodscommunicationschannelscommunicationssystemscommunicationsdevicescommunicationstechnologycommunications']	3.91665	4.700766086578369
manifold	['multiple', 'varied', 'diverse', 'numerous', 'assorted', 'copious', 'abundant', 'plentiful', 'varied', 'sundry', 'miscellaneous', 'mixed', 'composite', 'complex', 'intricate', 'multifaceted', 'manyfaceted', 'variegated', 'heterogenous', 'heterogeneous', 'assorted']	4.0	4.675364017486572
reciprocal	['interdependent', 'mutual', 'corresponding', 'interactive', 'cooperative', 'interchangeable', 'interrelated', 'commensurate', 'correlative', 'interconnected', 'equivalent', 'matching', 'related', 'corresponding', 'mutually', 'dependent', 'counterpart']	3.8571	4.933422088623047
vonage	['Voip', 'Internet phone', 'Skype', 'VoIP service', 'Internet telephony', 'Internet voice', 'Voice over Internet Protocol', 'Voice over IP', 'Internet call', 'Voice over broadband', 'Internet telephony service', 'Internet voice service', 'Internet call service.']	5.2	4.753664970397949
mccormick	['macdonald', 'macmillan', 'macneil', 'macpherson', 'macintosh', 'macdonald', 'macgregor', 'macarthur', 'macfarlane', 'macivor', 'macaulay', 'macfie', 'macgibbon']	4.0	4.669034004211426
reconciliation	"['composure', 'forgiveness', 'accord', 'agreement', 'appeasement', 'atonement', 'conciliation', 'concord', 'harmony', 'makeup', 'mediation', 'pardon', 'patchup', 'peace', 'reconciliation', 'settlement', 'truce', ""understanding\nreconciliation\nI'm""]"	4.2857	4.639725208282471
anthology	"['collection', 'compendium', 'compilation', 'selection', 'bestofsampler', 'extract', 'excerpt', 'choice', 'choicebook', 'reader', 'readerbook', ""reader'sbook"", ""reader'sdigest"", ""reader'sselection"", ""reader'schoice"", 'bestofsampler', 'best']"	4.7143	4.752376079559326
partisan	['ardent', 'biased', 'fanatical', 'extremist', 'militant', 'radical', 'sectarian', 'sectarianist', 'zealot', 'enthusiast', 'devotee', 'adherent', 'follower', 'supporter', 'advocate', 'backer', 'champion', 'defender', 'proponent', 'booster', 'partisan']	4.1667	4.689921855926514
concession	['accompaniment', 'admission', 'allowance', 'compromise', 'deal', 'exemption', 'exception', 'exception', 'exemption', 'favor', 'grant', 'indulgence', 'leniency', 'privilege', 'relaxation', 'surrender', 'tolerance', 'waiver\naccompaniment admission allowance compromise deal exemption exception']	3.8333	4.632328987121582
spectral	['ethereal', 'ghostly', 'otherworldly', 'supernatural', 'eerie', 'strange', 'uncanny', 'unearthly', 'weird', 'ghostlike', 'phantom', 'shadowy', 'disembodied', 'unworldly', 'unreal', 'abnormal', 'anomalous', 'irregular', 'paranormal']	4.4286	4.823253154754639
bilateral	['asymmetrical', 'uneven', 'unbalanced', 'lopsided', 'one-sided', 'unequal', 'unfair', 'unreciprocated', 'unilateral', 'unrequired', 'unmatched', 'unrewarded', 'unreturned', 'unseemly', 'unsym']	4.1429	4.802098989486694
