original_word	synonyms	score	time_elapsed
middle	['golden mean', 'mean', 'medium', 'middle ground', 'midpoint']	1.5714	0.27448201179504395
shop	['bazaar', 'emporium', 'store']	1.4920666666666669	0.27800989151000977
bell	['caterwaul', 'howl', 'wail', 'yowl', 'bawl', 'call', 'cry', 'holler', 'hoot', 'shout', 'whoop', 'yell', 'bang', 'blare', 'blast', 'peal', 'scream', 'screech', 'shriek', 'squall', 'grumble', 'roll', 'rumble', 'bellow', 'boom', 'growl', 'roar', 'thunder']	1.61905	0.27619314193725586
ask	['catechize', 'grill', 'inquire (of)', 'interrogate', 'query', 'question', 'quiz']	1.4762	0.26545000076293945
like	['care (for)', 'want']	1.4523499999999998	0.27568721771240234
stop	['break', 'break off', 'break up', 'can', 'cease', 'cut off', 'cut out', 'desist (from)', 'discontinue', 'drop', 'end', 'give over', 'halt', 'knock off', 'lay off', 'leave off', 'pack (up or in)', 'quit', 'shut off']	1.577375	0.2729160785675049
body	['brunt', 'bulk', 'chief', 'core', 'generality', 'heft', 'main', 'mass', 'staple', 'weight']	1.57145	0.31540489196777344
list	['canon', 'catalog', 'checklist', 'listing', 'menu', 'register', 'registry', 'roll', 'roll call', 'roster', 'schedule', 'table']	1.79765	0.2715721130371094
fall	['slip', 'stumble', 'topple', 'trip', 'tumble']	1.6666800000000002	0.320904016494751
fully	['all', 'all of', 'all over', 'altogether', 'clean', 'completely', 'dead', 'enough', 'entire', 'entirely', 'even', 'exactly', 'fast', 'flat', 'full', 'heartily', 'out', 'perfectly', 'plumb', 'quite', 'soundly', 'thoroughly', 'through and through', 'totally', 'utterly', 'well', 'wholly', 'wide']	1.5714	0.26517486572265625
cook	['bend', 'color', 'distort', 'falsify', 'fudge', 'garble', 'misinterpret', 'misrelate', 'misrepresent', 'misstate', 'pervert', 'slant', 'twist', 'warp']	1.7714	0.26626110076904297
nurse	['babysitter', 'dry nurse', 'nanny', 'nursemaid', 'nurser', 'sitter']	1.75	0.31154799461364746
year	['cycle', 'generation', 'age', 'day', 'epoch', 'era', 'period', 'time', 'bit', 'space', 'span', 'spell', 'stretch', 'while', 'date', 'vintage']	1.07145	0.26543092727661133
size	['bulk', 'dimension', 'extent', 'magnitude', 'measure', 'measurement', 'proportion']	1.7856999999999998	0.2701728343963623
odd	['unmatched', 'unpaired']	1.65	0.27021002769470215
time	['moment', 'occasion']	1.6904749999999995	0.3510100841522217
capital	['axis', 'base', 'center', 'central', 'core', 'cynosure', 'epicenter', 'eye', 'focus', 'ground zero', 'heart', 'hub', 'locus', 'mecca', 'navel', 'nerve center', 'nexus', 'nucleus', 'omphalos', 'seat']	1.8	0.2653791904449463
duck	['baby', 'being', 'bird', 'bod', 'body', 'character', 'cookie', 'creature', 'customer', 'devil', 'egg', 'face', 'fish', 'guy', 'head', 'human', 'human being', 'individual', 'life', 'man', 'mortal', 'party', 'person', 'personage', 'scout', 'slob', 'sort', 'soul', 'specimen', 'stiff', 'thing', 'wight']	1.63095	0.29117703437805176
fee	['ante', 'charge', 'cost', 'damage', 'figure', 'freight', 'price', 'price tag']	1.64285	0.26505208015441895
tell	['chart', 'chronicle', 'describe', 'narrate', 'recite', 'recount', 'rehearse', 'relate', 'report']	1.386925	0.3373401165008545
item	['detail', 'particular', 'point']	1.5	0.26175689697265625
feel	['perceive', 'scent', 'see', 'sense', 'smell', 'taste']	1.4107	0.31636905670166016
south	['No synonyms found']	1.4286	0.2651810646057129
gate	['door', 'hatch', 'portal']	1.8	0.31812620162963867
family	['blood', 'clan', 'folks', 'house', 'kin', 'kindred', 'kinfolk', 'kinsfolk', 'line', 'lineage', 'people', 'race', 'stock', 'tribe']	1.42855	0.32005786895751953
check	['bill', 'tab']	1.702375	0.31575512886047363
sir	['master', 'mister', 'bastard', 'bloke', 'buck', 'cat', 'chap', 'chappie', 'dude', 'fella', 'fellow', 'galoot', 'gent', 'gentleman', 'guy', 'hombre', 'jack', 'joe', 'joker', 'lad', 'male', 'man', 'buddy', 'buster']	1.5714	0.262127161026001
meeting	['assembly', 'congress', 'convention', 'convocation', 'council', 'gathering', 'get-together', 'huddle']	1.7856999999999998	0.2720210552215576
slow	['crawling', 'creeping', 'dallying', 'dawdling', 'dilatory', 'dillydallying', 'dragging', 'laggard', 'lagging', 'languid', 'leisurely', 'poking', 'poky', 'sluggish', 'snaillike', 'snail-paced', 'tardy', 'unhurried']	1.749975	0.27470898628234863
start	['bolt', 'jump', 'startle']	1.5643000000000002	0.2680819034576416
build	['assemble', 'confect', 'construct', 'erect', 'fabricate', 'make', 'make up', 'piece', 'put up', 'raise', 'rear', 'set up']	1.6606999999999998	0.28531503677368164
old	['aged', 'aging', 'ancient', 'elderly', 'geriatric', 'long-lived', 'older', 'over-the-hill', 'senescent', 'senior', 'unyoung']	1.4285666666666668	0.2744719982147217
lucky	['fortunate', 'happy']	1.5714	0.2670581340789795
get	['learn', 'master', 'pick up']	1.6095400000000002	0.3188328742980957
secret	['confidence']	1.6667	0.2734968662261963
light	['blaze', 'flare', 'fluorescence', 'glare', 'gleam', 'glow', 'illumination', 'incandescence', 'luminescence', 'radiance', 'shine']	1.5571333333333337	0.27484917640686035
weekend	['part-time', 'uninitiated', 'unprepared', 'unqualified', 'unschooled', 'untaught', 'untrained', 'untutored', 'amateurish', 'dilettante', 'inexperienced', 'inexpert', 'unprofessional', 'unskilled', 'naive', 'primitive', 'self-taught', 'amateur', 'avocational', 'backyard', 'jackleg', 'nonprofessional', 'Sunday']	1.7738	0.2655601501464844
large	['big', 'biggish', 'boxcar', 'bulky', 'considerable', 'goodly', 'grand', 'great', 'handsome', 'hefty', 'hulking', 'husky', 'largish', 'outsize', 'oversize', 'sizable', 'substantial', 'tidy', 'voluminous']	1.6666666666666667	0.2915520668029785
print	['impress', 'impression', 'imprint', 'stamp']	1.72025	0.2642669677734375
likely	['probable']	1.3333	0.3086581230163574
stand	['be', 'bear', 'lie', 'sit']	1.63095	0.27451276779174805
wheat	['oatcake', 'flapjack', 'griddle cake', 'hotcake', 'pancake', 'slapjack', 'blin', 'blintze', 'crepe', 'waffle']	1.7143	0.26659274101257324
salt	['gob', 'hearty', 'jack', 'jack-tar', 'mariner', 'navigator', 'sailor', 'sea dog', 'seafarer', 'seaman', 'shipman', 'swab', 'swabbie', 'tar']	1.5714	0.26848292350769043
lip	['brink', 'crest', 'curb', 'cusp', 'ambit', 'ceiling', 'maximum', 'border', 'borderline', 'bound', 'boundary', 'brim', 'circumference', 'compass', 'confines', 'edge', 'edging', 'end', 'frame', 'fringe', 'hem', 'margin', 'perimeter', 'periphery', 'rim', 'skirt', 'skirting', 'verge', 'demarcation', 'extent', 'limitation', 'measure', 'mere', 'restriction', 'termination', 'borderland', 'frontier', 'march', 'outskirts', 'pale', 'selvage', 'lap', 'shore']	1.71665	0.26581788063049316
cube	['bay', 'cabin', 'cell', 'chamber', 'compartment', 'cubicle']	1.5714	0.2609882354736328
noon	['high noon', 'lunch time', 'midday', 'noonday', 'noontide', 'noontime']	1.2	0.26727795600891113
great	['accomplished', 'ace', 'adept', 'compleat', 'complete', 'consummate', 'crack', 'crackerjack', 'educated', 'experienced', 'expert', 'good', 'master', 'masterful', 'masterly', 'practiced', 'professed', 'proficient', 'skilled', 'skillful', 'versed', 'veteran', 'virtuoso']	1.5159000000000002	0.3558340072631836
secondly	['No synonyms found']	1.3333	0.2651560306549072
tax	['assessment', 'duty', 'imposition', 'impost', 'levy']	1.5714	0.32401204109191895
disk	['bit', 'fragment', 'part', 'particle', 'portion', 'scrap', 'section', 'shard', 'chip', 'flake', 'sliver', 'spall', 'splint', 'splinter', 'flinders', 'shiver', 'smithereens', 'shred', 'tatter', 'clipping', 'paring', 'shave', 'shaving', 'snippet', 'leaf', 'sheet', 'slice']	1.7738	0.279541015625
rice	['No synonyms found']	1.6667	0.27919793128967285
finger	['stick', 'cake', 'croquette', 'cutlet', 'fritter', 'galette', 'patty', 'gâteau']	1.64285	0.2736649513244629
kit	['accoutrements', 'apparatus', 'equipment', 'gear', 'hardware', 'material(s)', 'matériel', 'outfit', 'paraphernalia', 'stuff', 'tackle']	1.6667	0.27153706550598145
burger	['No synonyms found']	1.5714	0.2936997413635254
dirty	['bedraggled', 'befouled', 'begrimed', 'bemired', 'besmirched', 'black', 'blackened', 'cruddy', 'dingy', 'draggled', 'dusty', 'filthy', 'foul', 'grimy', 'grotty', 'grubby', 'grungy', 'mucky', 'muddy', 'nasty', 'smudged', 'smutty', 'soiled', 'sordid', 'stained', 'sullied', 'unclean', 'uncleanly']	1.6667	0.27642083168029785
quietly	['motionlessly', 'quiet', 'still']	1.7143	0.30925512313842773
vegetable	['No synonyms found']	1.61665	0.2619357109069824
goose	['berk', 'booby', 'charlie', 'cuckoo', 'ding-a-ling', 'ding-dong', 'dingbat', 'dipstick', 'doofus', 'featherhead', 'fool', 'git', 'half-wit', 'jackass', 'lunatic', 'mooncalf', 'nincompoop', 'ninny', 'ninnyhammer', 'nit', 'nitwit', 'nut', 'nutcase', 'simp', 'simpleton', 'turkey', 'yo-yo']	1.8	0.31343817710876465
study	['delving', 'disquisition', 'examen', 'examination', 'exploration', 'inquest', 'inquiry', 'inquisition', 'investigation', 'probation', 'probe', 'probing', 'research']	1.610725	0.2700929641723633
toy	['dally', 'disport', 'frolic', 'play', 'recreate', 'rollick', 'skylark', 'sport']	1.4143	0.30738401412963867
son	['daughter', 'by-product', 'derivative', 'offshoot', 'outgrowth', 'spin-off', 'descendant']	1.2143000000000002	0.27571797370910645
nail	['bang', 'bash', 'bat', 'belt', 'biff', 'bludgeon', 'bob', 'bonk', 'bop', 'box', 'bust', 'clap', 'clip', 'clobber', 'clock', 'clout', 'crack', 'hammer', 'hit', 'knock', 'paste', 'pound', 'punch', 'rap', 'slam', 'slap', 'slog', 'slug', 'smack', 'smite', 'sock', 'strike', 'swat', 'swipe', 'tag', 'thump', 'thwack', 'wallop', 'whack', 'whale', 'zap']	1.75	0.2811279296875
turn	['pivot', 'revolve', 'roll', 'rotate', 'spin', 'swing', 'swirl', 'swivel', 'twirl', 'twist', 'wheel', 'whirl']	1.785725	0.2761240005493164
action	['act', 'deed', 'doing', 'exploit', 'feat', 'thing']	1.7856999999999998	0.3185160160064697
choice	['alternative', 'discretion', 'druthers', 'election', 'liberty', 'option', 'pick', 'preference', 'selection', 'volition', 'way']	1.7619	0.26821184158325195
maybe	['conceivably', 'mayhap', 'perchance', 'perhaps', 'possibly']	1.4286	0.26479578018188477
long	['elongate', 'extended', 'king-size', 'lengthy']	1.6666333333333334	0.3184981346130371
lighter	['barge', 'hoy', 'keel', 'keelboat', 'narrow boat', 'auxiliary', 'bumboat', 'cutter', 'jolly boat', 'launch', 'lifeboat', 'longboat', 'tender', 'yawl', 'towboat', 'tug', 'tugboat', 'houseboat', 'riverboat', 'ferry', 'ferryboat', 'gondola', 'taxi', 'water taxi', 'cruiser', 'inboard', 'motorboat', 'outboard', 'powerboat', 'banker', 'coble', 'dragger', 'gillnetter', 'hooker', 'lugger', 'scalloper', 'seiner', 'shrimper', 'trawler', 'whaleboat', 'whaler', 'workboat', 'bateau', 'caïque', 'canoe', 'catamaran', 'coracle', 'curragh', 'dhow', 'dinghy', 'dink', 'dory', 'dugout', 'flatboat', 'garvey', 'gig', 'johnboat', 'kayak', 'outrigger', 'paddleboat', 'pinnace', 'piragua', 'pirogue', 'pontoon', 'pram', 'punt', 'raft', 'rowboat', 'rowing boat', 'sampan', 'scow', 'scull', 'shallop', 'shell', 'skiff', 'surfboat', 'umiak', 'wherry', 'cockleshell', 'tub', 'catboat', 'ketch', 'sailboat', 'schooner', 'yacht']	1.6667	0.26813578605651855
send	['consign', 'dispatch', 'pack (off)', 'ship', 'shoot', 'transfer', 'transmit', 'transport']	1.575	0.31930994987487793
ease	['facilitate', 'grease', 'loosen (up)', 'smooth', 'unclog']	1.7143	0.3153512477874756
point	['juncture']	1.767875	0.2743649482727051
talk	['address', 'declamation', 'harangue', 'oration', 'peroration', 'speech']	1.5595250000000005	0.27608275413513184
unusually	['uncommonly', 'suddenly', 'unanticipatedly', 'amazingly', 'astonishingly', 'astoundingly', 'shockingly', 'stunningly', 'surprisingly', 'unexpectedly']	1.8	0.26745009422302246
dry	['arid', 'droughty', 'sere', 'thirsty', 'waterless']	1.7936666666666667	0.317547082901001
gum	['dope', 'goo', 'epoxy', 'epoxy resin', 'library paste', 'mucilage', 'paste', 'superglue', 'water glass', 'adhesive', 'bond', 'cement', 'glue', 'size']	1.7143	0.2789478302001953
put	['depose', 'deposit', 'dispose', 'emplace', 'fix', 'lay', 'place', 'position', 'set', 'set up', 'situate', 'stick']	1.57145	0.32131099700927734
goal	['aim', 'ambition', 'aspiration', 'bourne', 'design', 'dream', 'end', 'idea', 'ideal', 'intent', 'intention', 'mark', 'meaning', 'object', 'objective', 'plan', 'point', 'pretension', 'purpose', 'target', 'thing']	1.7856999999999998	0.26238274574279785
apple	['bootlick', 'fawn', 'fuss', 'kowtow', 'suck (up)', 'toady', 'truckle']	1.36905	0.31473493576049805
home	['abode', 'diggings', 'domicile', 'dwelling', 'fireside', 'habitation', 'hearth', 'hearthstone', 'house', 'lodging', 'pad', 'place', 'quarters', 'residence', 'roof']	1.5595	0.31424784660339355
win	['conquer', 'prevail', 'triumph']	1.4642750000000002	0.27189183235168457
pen	['bastille', 'big house', 'bridewell', 'brig', 'calaboose', 'can', 'clink', 'cooler', 'coop', 'guardroom', 'hock', 'hold', 'hoosegow', 'jail', 'jailhouse', 'joint', 'jug', 'lockup', 'nick', 'penitentiary', 'pokey', 'prison', 'quod', 'slam', 'slammer', 'stir', 'stockade', 'tolbooth']	1.64285	0.32706379890441895
movie	['film', 'flick', 'flicker', 'motion picture', 'moving picture', 'picture']	1.61905	0.26169705390930176
